小区名称,地址,参考价格,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
世纪苑安置房,(通川区中心广场)朝阳东路599号,3245,板楼,0.5元/平米/月,未知,未知,2栋,105户
国土局安置房,(达川区南客站)韩家巷162号,3801,塔板结合,0.5元/平米/月,无,达州市通川区恒基经济开发有限责任公司,7栋,593户
绥定小区,(通川区中心广场)荷叶街100号,3631,板楼/塔板结合,0.5至0.8元/平米/月,暂无信息,无开发商,6栋,186户
干警小区,(通川区北客站)风鸣街干警小区,3749,板楼/平房,0.9元/平米/月,暂无信息,暂无信息,11栋,250户
曹家梁社区,(达川区万达路)福达街2063号,3122,板楼,0.4至0.5元/平米/月,暂无信息,四川清晨实业集团有限公司,10栋,378户
曹家梁社区四小区,(达川区万达路)曹家梁街116,3054,塔楼/塔板结合,暂无信息,暂无信息,暂无信息,12栋,553户
天源大厦,(达川区三里坪)西环路1023号,3879,塔板结合,0.7元/平米/月,暂无信息,四川建筑公司,2栋,176户
芳维公寓,(达川区三岔路口)石家湾路228号,3572,板楼,0.6元/平米/月,暂无信息,物业和度娘都不知道开发商名称,2栋,119户
科利达小区,(达川区南客站)永定巷102号,3768,板楼,0.4至0.7元/平米/月,暂无信息,上海万毅实业发展有限公司,2栋,45户
富康大院,(达川区南客站)南新巷171号,3505,板楼,20元/平米/月,无物业管理服务,达州福森置业有限公司,2栋,74户
达州市达川区审计局,(达川区南客站)富民街65号,3059,塔楼/塔板结合,0.8元/平米/月,暂无信息,达州凯龙置业有限公司,3栋,224户
四合院小区263号,(达川区南坝)南坝路265号,3450,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,84户
中山大厦,(达川区南客站)民乐街176号,3785,板楼,0.6元/平米/月,暂无信息, 西安保亿名卓置业有限公司,1栋,79户
四通宾馆,(达川区三岔路口)西南巷四通宾馆,3146,板楼,0.8元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,2栋,120户
阳光新跨越小区,(达川区三岔路口)西环路861号,3905,塔楼,0.5元/平米/月,暂无信息,物业和度娘都不知道开发商名称,3栋,167户
金煌花园,(通川区复兴镇)魏复路金煌花园,3123,塔楼,0.5元/平米/月,暂无信息,暂无信息,2栋,133户
金丝花园,(达川区三岔路口)金丝街24号,3394,塔板结合,暂无信息,无物业管理服务,四川高达房产,5栋,206户
达州市气象局,(达川区三岔路口)天桥巷94号,3079,塔楼,0.5元/平米/月,四川路桥通锦物业有限公司,四川长富集团,4栋,114户
金南社区,(通川区西客站)金龙大道金南社区,3306,塔板结合,0.5元/平米/月,四川达州市鼎豪物业公司, 陕西亿润经贸有限公司 ,3栋,160户
新南街95号,(达川区三岔路口)新南街95号,3657,塔板结合,10元/平米/月,暂无信息,达县正南房地产开发有限公司,1栋,36户
康鑫花苑,(通川区西客站)金龙大道58号,3655,塔板结合,15元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,6栋,201户
财政局家属院,(达川区三里坪)通达东路200号,3790,塔楼,0.5元/平米/月,四川心连心物业服务有限公司,达州市银河房地产开发公司,3栋,62户
南滨路一段276号,(达川区三里坪)南滨路一段276号,3242,未知类型,暂无信息,暂无信息,暂无信息,2栋,96户
朝阳东路文化北巷45号,(通川区中心广场)朝阳东路文化北巷45号,3542,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
金马巷115号,(通川区老车坝)金马巷115号,3527,未知类型,暂无信息,暂无信息,暂无信息,1栋,81户
柏林巷1号,(达川区三岔路口)柏林巷1号,3007,未知类型,暂无信息,暂无信息,暂无信息,1栋,80户
达竹汽车运输公司家属院,(达川区三岔路口)通州大道达竹汽车运输公司家属院,3886,未知类型,暂无信息,暂无信息,暂无信息,3栋,109户
福达街246附26号,(达川区万达路)福达街246附26号,3708,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
柴市街176号,(通川区)柴市街176号,3886,未知类型,暂无信息,暂无信息,暂无信息,2栋,3户
达州市疾病预防控制中心宿舍,(通川区老车坝)朝凤北路223号,2508,未知类型,暂无信息,暂无信息,暂无信息,1栋,30户
兴发农贸市场,(达川区南客站)健康巷208号,3886,板楼,0.14元/平米/月,暂无信息,暂无信息,1栋,96户
福达街246附5号,(达川区万达路)福达街246附5号,3476,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
龙家巷25号,(通川区中心广场)龙家巷25号,3688,板楼,0.3元/平米/月,暂无信息,暂无信息,1栋,40户
西外镇政府家属院,(通川区西客站)朝阳西路西外镇政府家属院,3189,塔楼,0.3元/平米/月,成都凯达物业管理有限公司, 五指山水墨雨林置业有限公司,2栋,41户
西胜街36号,(通川区中心广场)西胜街36号,3763,未知类型,暂无信息,暂无信息,暂无信息,1栋,72户
金马巷42号,(通川区老车坝)金马巷42号,2320,未知类型,暂无信息,暂无信息,暂无信息,1栋,26户
仁园小区,(达川区三里坪)万达路245号,3720,塔板结合,1元/平米/月,暂无信息,"山东高速集团,绿城集团",1栋,30户
天园巷35号,(通川区中心广场)天园巷35号,3744,未知类型,暂无信息,暂无信息,暂无信息,1栋,37户
夏荷街3号,(通川区西客站)夏荷街3号,4756,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,60户
大路监狱干警大楼,(通川区中心广场)彭家湾路77号,3160,板楼,暂无信息,未知,未知,2栋,60户
恒成集团批发市场自建家属楼,(通川区北客站)凤鸣街恒成集团批发市场自建家属楼,3900,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,44户
彭家湾路54号,(通川区中心广场)彭家湾路54号,2864,板楼,暂无信息,暂无信息,暂无信息,1栋,21户
建设局,(达川区三岔路口)柏林巷89号,3735,塔板结合,0.5元/平米/月,四川华夏元景物业服务有限公司,上海建筑公司,1栋,64户
泰合巷55号,(通川区老车坝)泰合巷55号,3771,塔楼,暂无信息,无物业管理服务,无开发公司,1栋,66户
欧鹏小区,(通川区西客站)金山南路欧鹏小区,2720,塔板结合,1元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,3栋,159户
永丰街99号,(达川区)永丰街99号,3005,板楼,0.5元/平米/月,暂无信息,未知,1栋,144户
马蹄街12号,(通川区)马蹄街12号,3161,板楼,20元/平米/月,无物业管理服务,无开发公司,1栋,44户
胡家巷52号,(达川区三岔路口)胡家巷52号,3326,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,42户
中环花园,(通川区复兴镇)凤翔街中环花园,3495,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,308户
达州市达川区疾病预防控制中心,(达川区南客站)达川大道三段551号,3305,塔板结合,0.6元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,3栋,65户
祥鑫综合楼,(达川区南客站)健康巷313号,3844,平房,0.5元/平米/月,暂无信息,苏州洞庭房地产发展有限公司,1栋,42户
通川区农林局,(通川区)朝阳东路709号,3671,塔楼,暂无信息,无物业管理服务,达州中亚置业有限公司,1栋,65户
大西街218号,(通川区中心广场)大西街218号,3835,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
北岩寺路46号,(通川区老车坝)北岩寺路46号,3800,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,18户
火石岭路533号,(达川区三岔路口)火石岭路533号,3481,板楼,0.8元/平米/月,四川心连心物业服务有限公司,华融达地产,1栋,127户
三圣宫巷44号居民楼,(通川区中心广场)三圣宫巷44号居民楼,3325,板楼,暂无信息,暂无信息,无开发商,1栋,60户
县车队家属院,(通川区北客站)通川北路356号,3685,未知类型,0.2元/平米/月,暂无信息,暂无信息,1栋,30户
锦华巷131号,(达川区三岔路口)锦华巷131号,3709,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,110户
状元府第,(开江县开江县)西大街状元府第,3223,未知类型,暂无信息,暂无信息,暂无信息,6栋,220户
宣雅居,(开江县开江县)金山大道206号,2236,未知类型,暂无信息,暂无信息,暂无信息,1栋,18户
欧鹏小区,(通川区西客站)金山南路欧鹏小区,2720,塔板结合,1元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,3栋,159户
万达路559号,(达川区万达路)万达路559号,3166,塔板结合,20元/平米/月,暂无信息,四川清晨实业集团有限公司,1栋,72户
朝阳东路861号,(通川区)朝阳东路861号,3344,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
花溪街74号,(达川区万达路)花溪街74号,3551,未知类型,暂无信息,暂无信息,暂无信息,1栋,96户
永丰街99号,(达川区)永丰街99号,3005,板楼,0.5元/平米/月,暂无信息,未知,1栋,144户
马蹄街12号,(通川区)马蹄街12号,3161,板楼,20元/平米/月,无物业管理服务,无开发公司,1栋,44户
通川区农林局,(通川区)朝阳东路709号,3671,塔楼,暂无信息,无物业管理服务,达州中亚置业有限公司,1栋,65户
华泰小区,(达川区三岔路口)通州大道651附144号,3597,未知类型,暂无信息,暂无信息,暂无信息,3栋,57户
锦华巷30号,(达川区三岔路口)锦华巷30号,3888,未知类型,暂无信息,暂无信息,暂无信息,1栋,84户
福威公司家属楼,(通川区中心广场)荷叶街福威公司家属楼,3140,未知类型,暂无信息,暂无信息,暂无信息,1栋,54户
天园巷35号,(通川区中心广场)天园巷35号,3744,未知类型,暂无信息,暂无信息,暂无信息,1栋,37户
大路监狱干警大楼,(通川区中心广场)彭家湾路77号,3160,板楼,暂无信息,未知,未知,2栋,60户
恒成集团批发市场自建家属楼,(通川区北客站)凤鸣街恒成集团批发市场自建家属楼,3900,塔板结合,0.5元/平米/月,暂无信息,暂无信息,1栋,44户
夏荷街3号,(通川区西客站)夏荷街3号,4756,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,60户
石门煤矿家属院,(通川区西客站)朝阳西路石门煤矿家属院,3582,板楼,2元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,4栋,152户
西外镇政府家属院,(通川区西客站)朝阳西路西外镇政府家属院,3189,塔楼,0.3元/平米/月,成都凯达物业管理有限公司, 五指山水墨雨林置业有限公司,2栋,41户
龙家巷25号,(通川区中心广场)龙家巷25号,3688,板楼,0.3元/平米/月,暂无信息,暂无信息,1栋,40户
新达路综合楼,(达川区三岔路口)新达路综合楼,3799,板楼,暂无信息,暂无信息,暂无信息,2栋,92户
西胜街36号,(通川区中心广场)西胜街36号,3763,未知类型,暂无信息,暂无信息,暂无信息,1栋,72户
祥鑫综合楼,(达川区南客站)健康巷313号,3844,平房,0.5元/平米/月,暂无信息,苏州洞庭房地产发展有限公司,1栋,42户
中环花园,(通川区复兴镇)凤翔街中环花园,3495,塔楼,1元/平米/月,暂无信息,暂无信息,2栋,308户
胡家巷52号,(达川区三岔路口)胡家巷52号,3326,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,42户
达州市达川区疾病预防控制中心,(达川区南客站)达川大道三段551号,3305,塔板结合,0.6元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,3栋,65户
锦华巷131号,(达川区三岔路口)锦华巷131号,3709,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,110户
状元府第,(开江县开江县)西大街状元府第,3223,未知类型,暂无信息,暂无信息,暂无信息,6栋,220户
同盛巷69号,(达川区三里坪)同盛巷69号,3726,板楼,暂无信息,阳光州际实施物业,成安县鸿天房地产开发有限公司,1栋,32户
金属公司综合楼,(通川区)通川中路金属公司综合楼,3726,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
石磨大院,(通川区北客站)文华街12号,3792,塔板结合,暂无信息,暂无信息,暂无信息,3栋,360户
铁中苑,(通川区西客站)巴渠西路铁中苑,3681,板楼,暂无信息,暂无信息,暂无信息,2栋,70户
金马巷42号,(通川区老车坝)金马巷42号,2320,未知类型,暂无信息,暂无信息,暂无信息,1栋,26户
鹅市巷68号,(通川区中心广场)鹅市巷68号,3196,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
牌楼路58号,(通川区中心广场)牌楼路58号,3094,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
荷叶街251号附1号,"(通川区中心广场)荷叶街251号附1号,荷叶街251号附2号",3631,平房,0.5元/平米/月,万源市美新物业管理有限公司,青岛地恩地投资集团有限公司,2栋,32户
天主堂,(通川区中心广场)文化街72号,3428,板楼,暂无信息,暂无信息,暂无信息,1栋,28户
移动家属院,(达川区)通达东路110号,3666,板楼,暂无信息,暂无信息,无,2栋,66户
金马巷3号,(通川区老车坝)金马巷3号,当前网页找不到元素（价格）,平房,暂无信息,无物业管理服务,集资开发,1栋,60户
广厦建司,(达川区南客站)南外泰宁路1688号,3407,平房,暂无信息,无物业管理服务,北京广厦富城置业有限公司,1栋,36户
金山阁,(达川区三里坪)华蜀北路354号,3883,塔板结合,暂无信息,暂无信息,暂无信息,2栋,162户
毛巾床单厂家属院,(达川区三里坪)西环路811号,3769,板楼,0.5元/平米/月,暂无信息,正商,1栋,54户
橡胶厂小区,(达川区万达路)汉兴北街橡胶厂小区,3668,板楼,1.28元/平米/月,暂无信息,无,1栋,240户
花溪街99号,(达川区万达路)花溪街99号,3495,未知类型,0.7元/平米/月,暂无信息,暂无信息,1栋,32户
瑞东花园,(达川区万达路)蜀东街110号,3771,平房,0.8元/平米/月,暂无信息,暂无信息,2栋,150户
金丝街137号,(达川区三岔路口)金丝街137号,3574,板楼,1元/平米/月,碧桂园金阳物业服务有限公司大竹分公司,暂无信息,1栋,44户
二轻局家属院,(通川区中心广场)来凤路214号,3852,板楼,0.2元/平米/月,暂无信息,暂无信息,4栋,50户
土肥站家属院,(达川区三岔路口)保险街土肥站家属院,3185,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,14户
社保局家属院,(达川区三岔路口)西环路社保局家属院,3405,塔板结合,3元/平米/月,达县巨林实业有限责任公司,绿地控股集团宁波绿地置业有限公司,1栋,72户
建设局家属院,(通川区老车坝)北岩寺路196号,3397,平房,暂无信息,暂无信息,暂无信息,2栋,95户
邓家巷72/74号,"(通川区中心广场)邓家巷72号,邓家巷74号",3686,板楼,1元/平米/月,暂无信息,暂无信息,1栋,72户
金华巷,(通川区老车坝)金华巷70号,3658,板楼,1.2元/平米/月,达州市宏源物业服务有限公司,达州凯龙置业有限公司,5栋,112户
花溪街25号,(达川区万达路)花溪街25号,3795,板楼,暂无信息,暂无信息,暂无信息,1栋,54户
万达路272号,(达川区三里坪)万达路272号,3391,平房,1元/平米/月,暂无信息,暂无信息,1栋,14户
团包梁社区,(通川区西客站)金山北路团包梁社区,3743,板楼/塔板结合,0.8至1元/平米/月,暂无信息, 重庆汇东房地产开发有限公司,5栋,189户
金丝街218号,(达川区三岔路口)金丝街218号,3315,未知类型,暂无信息,暂无信息,暂无信息,2栋,588户
万达路656号,(达川区万达路)万达路656号,3726,平房,0.5元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司,1栋,36户
林贸大厦,(通川区西客站)金龙大道林贸大厦,3611,塔板结合,暂无信息,暂无信息, 重庆汇东房地产开发有限公司,1栋,22户
二马路市委党校,(通川区老车坝)二马路72号,3370,塔板结合,0.9元/平米/月,暂无信息,暂无信息,5栋,36户
柏阁欣苑,(通川区西客站)西河路560号,3223,塔板结合,0.8元/平米/月,暂无信息,暂无信息,1栋,168户
金丝街75号,(达川区三岔路口)金丝街75号,3610,未知类型,暂无信息,暂无信息,暂无信息,1栋,44户
开江县状元府B区,(开江县开江县)清河路开江县状元府B区,2800,板楼,暂无信息,暂无信息,暂无信息,17栋,635户
华商综合楼,(通川区)黑沟路148号,4105,未知类型,暂无信息,暂无信息,暂无信息,1栋,195户
牌楼路58号,(通川区中心广场)牌楼路58号,3094,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
逸夫巷243号,(达川区南客站)逸夫巷243号,3199,塔板结合,0.7元/平米/月,无物业管理服务,华融达地产,1栋,32户
北阳沟巷31号,(通川区老车坝)北阳沟巷31号,3615,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
三中巷34号,(达川区三岔路口)三中巷34号,2940,塔板结合,暂无信息,暂无信息,暂无信息,1栋,9户
关帝庙巷73号附2号,(通川区中心广场)关帝庙巷73号附2号,3721,未知类型,暂无信息,暂无信息,暂无信息,1栋,117户
渠江新城小区,(渠县渠县)南大街114号,3722,未知类型,暂无信息,暂无信息,暂无信息,4栋,31户
华蜀南路287号,(达川区三岔路口)华蜀南路287号,3318,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
福音巷25号,(通川区老车坝)福音巷25号,3355,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
西圣寺路206号,(通川区)西圣寺路206号,2599,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
新兴煤矿家属院,(通川区)黑沟路149号,3200,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
彭家湾路51号,(通川区中心广场)彭家湾路51号,3794,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
凉水井四合院,(通川区)胶房巷13号,4817,未知类型,暂无信息,暂无信息,暂无信息,1栋,169户
西圣寺路128号,(通川区)西圣寺路128号,3239,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
华仙巷66号,(达川区三里坪)华仙巷66号,3817,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
致富街132号,(达川区万达路)致富街132号,3568,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
和平巷62号,"(达川区万达路)和平巷62号,和平巷64号",2732,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
福达街246附5号,(达川区万达路)福达街246附5号,3476,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
万达路559号,(达川区万达路)万达路559号,3166,塔板结合,20元/平米/月,暂无信息,四川清晨实业集团有限公司,1栋,72户
万达路286号,(达川区三里坪)万达路286号,3297,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,112户
花溪街74号,(达川区万达路)花溪街74号,3551,未知类型,暂无信息,暂无信息,暂无信息,1栋,96户
金山顺街142号,(通川区西客站)金山顺街142号,3757,板楼,暂无信息,无物业管理服务,无,1栋,25户
牌楼路39号,(通川区中心广场)牌楼路39号,3801,未知类型,暂无信息,暂无信息,暂无信息,1栋,25户
吉昌路52号,(通川区老车坝)吉昌路52号,3347,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
十七局家属院,(通川区)西圣寺路十七局家属院,3085,塔楼,暂无信息,无,中铁十七局集团有限公司,4栋,115户
荷叶街228号,(通川区中心广场)荷叶街228号,3391,未知类型,暂无信息,暂无信息,暂无信息,3栋,57户
健民路158号,(通川区老车坝)健民路158号,3561,板楼,0.7元/平米/月,达州金扬资产管理有限公司,中铁二局集团有限公司,1栋,72户
逸景小区,(达川区三岔路口)石家湾路逸景小区,3874,塔板结合,1元/平米/月,达州鸿鑫物业有限公司,达州中亚置业有限公司,3栋,97户
华仙巷65号,(达川区三里坪)华仙巷65号,3791,板楼,0.5元/平米/月,暂无信息,暂无信息,1栋,54户
长城农贸市场,(达川区三岔路口)保险街107号,3563,塔板结合,0.5元/平米/月,好吃街物业管理公司,长城地产,1栋,16户
明珠巷5号,(达川区)明珠巷5号,3378,未知类型,暂无信息,暂无信息,暂无信息,1栋,88户
开江县状元府B区,(开江县开江县)清河路开江县状元府B区,2800,板楼,暂无信息,暂无信息,暂无信息,17栋,635户
二马路83号,(通川区老车坝)二马路83号,3396,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,72户
月季苑,(渠县渠县)晴虹街132号,3325,未知类型,暂无信息,暂无信息,暂无信息,5栋,12户
通州大道782号,(达川区三岔路口)通州大道782号,3402,未知类型,暂无信息,暂无信息,暂无信息,1栋,72户
四川特惠电力投资建设有限公司达川分公司家属院,(达川区万达路)通州大道四川特惠电力投资建设有限公司达川分公司家属院,3756,板楼,0.2元/平米/月,暂无信息,暂无信息,1栋,40户
东风巷141号,(达川区南客站)东风巷141号,2844,板楼,暂无信息,暂无信息,暂无信息,3栋,48户
汉兴街311号,(达川区万达路)汉兴街311号,3606,板楼,暂无信息,暂无信息,暂无信息,1栋,56户
金丝街102号,(达川区三岔路口)金丝街102号,3102,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
达州市达川区翠屏街道新桥社区二小区,(达川区南客站)健康巷达州市达川区翠屏街道新桥社区二小区,3820,板楼,20元/平米/月,暂无信息,物业和度娘都不知道开发商名称,1栋,64户
民政大厦,(达川区万达路)万达路民政大厦,3513,板楼,0.8元/平米/月,暂无信息,暂无信息,1栋,96户
华商综合楼,(通川区)黑沟路148号,4105,未知类型,暂无信息,暂无信息,暂无信息,1栋,195户
大东街45号,(通川区)大东街45号,3294,板楼,暂无信息,暂无信息,暂无信息,4栋,193户
盛园巷166号,(通川区中心广场)盛园巷166号,3750,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
鸿源星小区,(大竹县大竹县)体育大道93号,3489,未知类型,暂无信息,暂无信息,暂无信息,2栋,72户
曹家梁街1院,"(达川区万达路)曹家梁街1院,曹家梁街101号",3665,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
曹家梁街225号二号院,(达川区万达路)曹家梁街225号二号院,3342,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
汉兴大道一段176号,(达川区)汉兴大道一段176号,3477,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
福音巷34号,(通川区老车坝)福音巷34号,3783,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
朝凤北路259号,(通川区老车坝)朝凤北路259号,当前网页找不到元素（价格）,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
曹家梁街152号,(达川区万达路)曹家梁街152号,2997,未知类型,暂无信息,暂无信息,暂无信息,1栋,41户
华仙巷66号,(达川区三里坪)华仙巷66号,3817,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
新兴煤矿家属院,(通川区)黑沟路149号,3200,未知类型,暂无信息,暂无信息,暂无信息,1栋,40户
北阳沟巷31号,(通川区老车坝)北阳沟巷31号,3615,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
华蜀南路287号,(达川区三岔路口)华蜀南路287号,3318,未知类型,暂无信息,暂无信息,暂无信息,1栋,9户
西圣寺路128号,(通川区)西圣寺路128号,3239,未知类型,暂无信息,暂无信息,暂无信息,1栋,8户
三中巷34号,(达川区三岔路口)三中巷34号,2940,塔板结合,暂无信息,暂无信息,暂无信息,1栋,9户
锦华巷56号,(达川区三岔路口)锦华巷56号,3548,未知类型,暂无信息,暂无信息,暂无信息,1栋,84户
国土综合大楼,(通川区)凤竹巷国土综合大楼,3417,未知类型,暂无信息,暂无信息,暂无信息,1栋,120户
关帝庙巷73号附2号,(通川区中心广场)关帝庙巷73号附2号,3721,未知类型,暂无信息,暂无信息,暂无信息,1栋,117户
渠江新城小区,(渠县渠县)南大街114号,3722,未知类型,暂无信息,暂无信息,暂无信息,4栋,31户
盐业公司家属楼,(通川区)凉水井街20号,3238,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
建委家属院,(通川区老车坝)朝凤北路273号,3420,未知类型,暂无信息,暂无信息,暂无信息,1栋,56户
原区物资局住宅楼,(通川区中心广场)桑树巷78号,3652,未知类型,暂无信息,暂无信息,暂无信息,1栋,50户
十三小教师楼,(通川区) 凤凰山路十三小教师楼,3776,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
牌楼路137号,(通川区)牌楼路137号,3309,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
凤翎关农贸市场综合大楼,(通川区北客站)通川北路凤翎关农贸市场综合大楼,2842,未知类型,暂无信息,暂无信息,暂无信息,1栋,69户
新达街35号,(达川区三岔路口)新达街35号,3227,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
二马路187号,(通川区老车坝)二马路187号,3461,板楼,0.8元/平米/月,阳光州际实施物业,辽宁国丰再生物资置业有限公司,1栋,25户
通川区审计局家属院,(达川区)永丰街51号,3627,未知类型,暂无信息,暂无信息,暂无信息,1栋,120户
朝凤北路259号,(通川区老车坝)朝凤北路259号,当前网页找不到元素（价格）,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
牌楼路95号,(通川区)牌楼路95号,2743,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
水井街45号,(通川区)水井街45号,3110,板楼,0.4元/平米/月,四川桓源建筑劳务有限公司,达州凯龙置业有限公司,1栋,20户
张家湾路58号,(通川区老车坝)张家湾路58号,3280,未知类型,暂无信息,暂无信息,暂无信息,1栋,65户
南滨路一段276号,(达川区三里坪)南滨路一段276号,3242,未知类型,暂无信息,暂无信息,暂无信息,2栋,96户
石龙溪新村,(通川区)石龙溪路石龙溪新村,2997,平房,暂无信息,暂无信息,暂无信息,4栋,99户
怡心苑,(通川区复兴镇)凤翔街怡心苑,3708,塔板结合,暂无信息,暂无信息,暂无信息,2栋,198户
水井街20号,(通川区)水井街20号,3722,未知类型,暂无信息,暂无信息,暂无信息,1栋,20户
国土综合大楼,(通川区)凤竹巷国土综合大楼,3417,未知类型,暂无信息,暂无信息,暂无信息,1栋,120户
保险街109号,(达川区三岔路口)保险街109号,3874,未知类型,暂无信息,暂无信息,暂无信息,1栋,12户
园丁小区,(通川区北客站)风鸣街园丁小区,3382,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
东方明珠,(达川区)南大街东方明珠,2824,未知类型,暂无信息,暂无信息,暂无信息,2栋,31户
农机公司家属院,(达川区万达路)万达路农机公司家属院,3696,未知类型,暂无信息,暂无信息,暂无信息,2栋,80户
大东街85号,(通川区)大东街85号,3650,未知类型,暂无信息,暂无信息,暂无信息,1栋,60户
健康巷46号,(达川区南客站)健康巷46号,3792,未知类型,暂无信息,暂无信息,暂无信息,1栋,24户
绥定大道二段1519号,"(达川区三岔路口)绥定大道二段1519号,绥定大道二段1521号,华蜀南路357号",3299,塔板结合,0.3元/平米/月,暂无信息,暂无信息,2栋,30户
金山南路205号,(通川区西客站)金山南路205号,3517,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
体委大院,(通川区中心广场)三圣宫巷64号,3841,未知类型,暂无信息,暂无信息,暂无信息,3栋,102户
朝凤北路201号,(通川区老车坝)朝凤北路201号,3425,未知类型,暂无信息,暂无信息,暂无信息,2栋,64户
福安巷487号,(达川区三岔路口)达川区福安巷487号,3680,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
物资大厦,(达川区南客站)达川大道三段458号,3808,未知类型,暂无信息,暂无信息,暂无信息,1栋,2户
城镇污水治理站家属院,(达川区三里坪)南滨路一段城镇污水治理站家属院,3719,未知类型,暂无信息,暂无信息,暂无信息,1栋,32户
鸿源星小区,(大竹县大竹县)体育大道93号,3489,未知类型,暂无信息,暂无信息,暂无信息,2栋,72户
曹家梁街225号二号院,(达川区万达路)曹家梁街225号二号院,3342,未知类型,暂无信息,暂无信息,暂无信息,1栋,4户
曹家梁街1院,"(达川区万达路)曹家梁街1院,曹家梁街101号",3665,未知类型,暂无信息,暂无信息,暂无信息,1栋,15户
福音巷25号,(通川区老车坝)福音巷25号,3355,未知类型,暂无信息,暂无信息,暂无信息,1栋,36户
西圣寺路206号,(通川区)西圣寺路206号,2599,未知类型,暂无信息,暂无信息,暂无信息,1栋,66户
三达公司联建房,(通川区)红塔路三达公司联建房,3186,未知类型,暂无信息,暂无信息,暂无信息,1栋,41户
天园巷23号,(通川区中心广场)天园巷23号,3418,未知类型,暂无信息,暂无信息,暂无信息,1栋,25户
丽都花苑,(渠县渠县)后溪街217-6-24号,3485,未知类型,暂无信息,暂无信息,暂无信息,3栋,9户
锅厂梁6号,(通川区老车坝)锅厂梁6号,3384,未知类型,暂无信息,暂无信息,暂无信息,1栋,54户
怡憬庭园,(大竹县大竹县)竹海路东段822号,3813,未知类型,暂无信息,暂无信息,暂无信息,1栋,1户
酒厂家属楼,(通川区)朝阳东路酒厂家属楼,3858,未知类型,暂无信息,暂无信息,暂无信息,1栋,128户
南滨路二段107号,(达川区三里坪)南滨路二段107号,3073,未知类型,暂无信息,暂无信息,暂无信息,1栋,64户
